Review Text,review_english,User Name,category,sentimiento
"Equipe fantástica! <br />Desde o agendamento dos serviços, com a Naty e a Gabi… Fizemos os transfers com o Flávio e o Derek que foram super atenciosos e simpáticos. E os carros panorâmicos com as músicas adequadas, fizeram toda a diferença.<br />Compramos o Pass para 5 atrações e foi muito útil, pois não tivemos que esperar para comprar entradas nos locais que escolhemos visitar, através do QRcode, foi só chegar e entrar.<br />E o Dreamy, foi sem dúvida, o melhor da viagem a NY. O Marcelo foi o nosso guia e foi incrível.<br />VPNY foi sem dúvida o parceiro ideal!","Fantastic team!<br /> Since the scheduling of services, with Naty and Gabi… we made the transfers with Flávio and Derek who were super attentive and friendly.And the panoramic cars with the right songs made all the difference. <br /> We bought the pass for 5 attractions and it was very useful, because we didn't have to wait to buy tickets in the places we chose to visit, through the QRcode, just arrivedAnd enter. <br /> And Dreamy, was undoubtedly the best of the trip to NY.Marcelo was our guide and it was amazing. <br /> Vpny was undoubtedly the ideal partner!",Catarina Sanches,Recomendación por buen servicio del conductor,2
"Desde o primeiro atendimento, até nossa despedida de NY foi tudo perfeito com a VPNY.<br />Compramos transfer in e out, tickets para as atrações, ingressos NBA, realizamos o passeio Dreamy (MARAVILHOSO), também contratamos o shop até o woodbury outlet e ingressos para a Broadway.<br />O atendimento com dedicação e atenção para nos fazer sentir tranquilos e acolhidos é o diferencial a ser destacado, some-se a isso o profissionalismo, pontualidade e entrega do que foi adquirido e a viagem se torna ainda mais especial.<br />Melissa, Babi, Marcelo, Flávio, Greicy e Bruno Garcia, muito obrigado por tudo o que fizeram para nossa viagem ter sido além do que esperávamos.","From the first service, to our NY farewell was everything perfect with VPNY. <br /> We bought transfer in and out, tickets for attractions, NBA tickets, we performed the Dreamy (wonderful) ride, we also hired the Shop to WoodburyOutlet and Broadway tickets. <br /> Service with dedication and attention to make us feel quiet and welcomed is the differential to be highlighted, add to this the professionalism, punctuality and delivery of what was acquired and the trip ifIt makes it even more special. <br /> Melissa, Babi, Marcelo, Flávio, Greicy and Bruno Garcia, thank you for everything they did for our trip to have been beyond what we expected.",Julio-RS,Recomendación por buen servicio del conductor,2
"Excelente experiência com a VPNY, são super profissionais, conhecem muito a cidade, além de otimizar o tempo na cidade!!! NYC e Washington DC, show!!!<br />Vale muito!!!! Com certeza voltaremos!!!<br />Poucos dias mas que aproveitamos cada segundo!!! Lugares que só conhecemos porque estávamos com a VPNY! !!!","Excellent experience with VPNY, they are super professional, know the city a lot, and optimize time in the city !!!NYC and WASHINGTON DC, Show !!! <br /> It is worth a lot !!!!Surely we will come back !!! <br /> A few days but we enjoy every second !!!Places we only know because we were with VPNY!!!!",Renata,Recomendación por buen servicio del conductor,2
Tivemos um dia perfeito!!<br />Amamos o passeio!!<br />Obrigada Bruno e greicy vocês são espetaculares.<br />Voltaremos com toda certeza.,We had a perfect day !! <br /> We loved the tour !! <br /> Thank you Bruno and Greicy you are spectacular.,Climber32494608662,Otro,2
"Muito Bom,Melhor Viagem Que Ja fiz, Conhecemos Lugares Incríveis,Comemos Em Vários Lugares Diferentes com Culinárias excelentes,Fomos em Locais Históricos.","Very good, best trip I've done, we know amazing places, we ate in many different places with excellent cuisines, we went to historic places.",Matheus B,Otro,2
"Equipe maravilhosa! Foi um passeio inesquecível! Eu e meu filho adoramos muito! <br />A equipe VPNY são todos muito atenciosos , queridos , fomos a lugares incríveis que nunca tinha ido!super recomendo!","Wonderful team!It was an unforgettable tour!My son and I love it a lot!<br /> The VPNY team are all very attentive, dear, we went to amazing places that I had never gone!",Grazi B,Recomendación por buen servicio del conductor,2
A melhor empresa para passeios em Nova Iorque e certamente entre as melhores mundiais.  Desde a qualidade dos transfers até os pacotes de atividades é também o melhor custo / benefício além de todo o suporte na cidade.,The best company for tours in New York and certainly among the best worlds.From transfers quality to activity packages is also the best cost / benefit besides all support in the city.,Gunther H,Recomendación por buen servicio del conductor,2
"Recomendo muito essa experiência!!! O transfer foi excelente e o passeio impecável em cada detalhe! Revisitamos new york de uma maneira surpreendentemente maravilhosa. Se voce vem pela primeira vez, faça e se não for a primeira faça mais ainda👍👍👍👍👍show !!!","I highly recommend this experience !!!The transfer was excellent and the flawless ride in every detail!We revisit New York in a surprisingly wonderful way.If you come first, do it and if it's not the first, do it even more even more certain !!!",Silvana T,Otro,2
"Equipe maravilhosa, fazem tudo com compromisso e excelência, estamos felizes com certeza queremos fazer novamente, gratidão equipe VPNY","Wonderful team, do everything with commitment and excellence, we are happy for sure we want to do it again, gratitude team VPNY",Kelly D,Recomendación por buen servicio del conductor,2
"Todo o processo com eles é impecável, do planejamento a concretização dos sonhos, no caso: Dreamy. Sou cliente desde 2019 e recomendo de olhos fechados. Não decepcionam nunca. Muito obrigada em especial à Melissa que me ajudou a planejar por meses e ao Marcelo que foi nosso guia durante o dia mais lindo da minha vida!","The whole process with them is impeccable, from planning to the realization of dreams, in this case: Dreamy.I have been a customer since 2019 and I recommend it with my eyes closed.They never disappoint.Thank you very much especially to Melissa who helped me plan for months and Marcelo who was our guide during the most beautiful day of my life!",cindy b,Recomendación por buen estado del vehículo,2
"Experiência incrível, passando por lugares e tendo uma aula de história e profundo conhecimento de NY pelas mãos do Bruno Garcia.","Amazing experience, passing places and having a history class and deep knowledge of NY at the hands of Bruno Garcia.",Wandeplas,Otro,2
"Excelente experiência com a VPNY:com suporte,atenção,segurança,nos faz sentir como pessoas próximas,não mais um.","Excellent experience with VPNY: With support, attention, security, it makes us feel like people close, no more.",Tangryani Matud... G,Recomendación por buen servicio del conductor,2
"Dia incrível e super bem aproveitado . Passeio divertido, interessante, gostoso e emocionante  ! Ja havíamos ido à NY outras vezes , e dessa vez todos lugares que fomos foi uma surpresa maravilhosa !","Amazing and super well enjoyed day.Fun, interesting, tasty and exciting walk!We had already gone to NY other times, and this time everywhere we went was a wonderful surprise!",Karen S,Otro,2
"Fomos em outubro de 2022, após 3 adiamentos em Função da pandemia ! Foi incrível e sul Real ,<br />Desde a atenção<br />Nós dado nas compras e aquisições de serviços, transfers, atendimento no local<br />É serviços preparados ! Super recomendo !!! <br />Agradecimento em especial a July que Nos acompanhou na pandemia toda ,<br />Gisele que nos pegou e já nos fez chorar na chegada , Babi e July novamente que não receberam no sofá amarelo e ao Bruno que eu tanto esperei e tivemos a sorte de fazer o tal sonhado e aguardado Dreamy com ele !! Impecável","We went in October 2022, after 3 postponements depending on the pandemic!It was amazing and real south, <br /> From attention <br /> we have given purchases and acquisitions of services, transfers, service on site <br /> is prepared services!Super recommend !!!<br /> Thanks in particular the July who accompanied us in the whole pandemic, <br /> Gisele who caught us and already made us cry on arrival, Babi and July again that they did not receive on the yellow couch and Bruno that I waited so much andWe were lucky to do the dreamed and awaited Dreamy with him !!Impeccable",Kamyla R Brinhosa,Recomendación por buen servicio del conductor,2
"Eles são sensacionais, tive ajuda do início ao fim da nossa primeira viagem para NY. Fizemos transfers, o passeio dreamy que foi um espetáculo, ponto alto da viagem, e compramos o vpny pass. Foi tudo incrível, muito organizados, e nos trazem muita segurança. Precisei de ajuda em pleno feriado e fui prontamente atendida pela Babi. Todos os funcionários são extremamente solícitos e educados. Agradecimento especial para Naty, Flavio, Gui, Babi e Greice. Recomendo muito!","They are sensational, I had help from start to the end of our first trip to NY.We made transfers, the Dreamy tour that was a show, highlight of the trip, and bought VPNY Pass.It was all amazing, very organized, and bring us a lot of security.I needed help in the holiday and was promptly attended by Babi.All employees are extremely helpful and educated.Special thanks to Naty, Flavio, Gui, Babi and Greice.I recommend it a lot!",Luciane M,Recomendación por buen servicio del conductor,2
"Impossível não amar o serviço da VPNY! Desde o primeiro contato, passando pelas reservas até o, esperadíssimo, passeio DREAMY o cuidado e atenção dedicamos pela equipe foram ótimos! Vivi momentos inesquecíveis e tudo isso porque tive a assessoria da incansável equipe da VPNY!","Impossible not to love the service of VPNY!From the first contact, going through the reservations to the expected, Dreamy walk the care and attention we devoted by the team were great!I lived unforgettable moments and all this because I had the advice of the tireless VPNY team!",Juliane L,Recomendación por buen servicio del conductor,2
"Tudo super perfeito e tranquilo.<br />O transfer estava nos esperando na saída do aeroporto e na saída do hotel nos horários combinados com carros e motoristas super bons. Inclusive na saída do hotel combinamos com o motorista diretamente e ele chegou mais cedo para nossa comodidade.<br />O passe do Go Pass de 9 atrações + Summit que compramos foi super fácil de utilizar: todas atrações utilizam o QR code com muita facilidade.<br />Summit já reservado com antecedência e ingresso enviado com zero dificuldade na entrada.<br />Shows da Brodway também zero problema na entrada.<br />O dia de Outlet com motorista foi simplesmente sensacional. Sempre à nossa disposição e nos auxiliando.<br />Tivemos todo suporte antes, durante  e após nossa estadia.<br />Equipe nota 1000, especialmente a Babi que nos atendeu sempre super bem!","All super perfect and quiet. <br /> The transfer was waiting for us at the airport to exit and at the hotel departure at times combined with cars and super good drivers.Even at the exit of the hotel we agreed with the driver directly and he arrived earlier for our convenience.. <br /> Summit already reserved in advance and ticket sent with zero difficulty in entry. <br /> Brodway shows also zero input problem.Always at our disposal and helping us. <br /> We had all the support before, during and after our stay.",Patricia Silva,Recomendación por buen servicio del conductor,2
"Empresa super séria com atendentes extremamente competentes e simpáticos (meu abraço especial a Mel, que é um doce de pessoa).<br />O transfer estava me esperando na saída do aeroporto e na saída do hotel nos horários combinados com carros e motoristas maravilhosos.<br />O pass de 7 atrações que comprei não tive nenhum problema para utilizar, o app é simples e todas atrações utilizam o qr code com muita facilidade. <br />Summit já reservado com antecedência e ingresso enviado com zero dificuldade na entrada.<br />Shows da Brodway também zero problema na entrada.<br />Tive suporte durante todo processo antes e durante minha estadia.<br />Não fiz o Dreamy dessa vez pois o orçamento estava curto mas pretendo voltar e fazer o passeio um dia!<br />Empresa Nota 1000 !!<br />Obrigada a todos envolvidos","Super serious company with extremely competent and friendly attendants (my special hug to Mel, which is a sweet person).. <br /> The 7 attractions I bought had no problem to use, the app is simple and all attractions use QR Code very easily.<br /> Summit already reserved in advance and ticket sent with zero difficulty in entry. <br /> Brodway shows also zero input problem. <br /> I supported throughout the process before and during my stay. <br />I didn't do Dreamy this time because the budget was short but I want to go back and take the ride one day!",ApaulaCastro,Recomendación por buen servicio del conductor,2
Extremamente profissionais e atenciosos. Foram pontuais e os carros são muito bons. Recomendo sem dúvida ,Extremely professional and attentive.They were punctual and the cars are very good.I have no doubt recommend,andre luis m,Recomendación por buen servicio del conductor,0
A melhor experiência que alguém pode ter em NY. Minha quinta vez aqui e nunca vivi nada parecido com essa experiência. Vale cada centavo e segundo!,The best experience someone can have in NY.My fifth time here and I never lived anything like this experience.Worth every penny and second!,Karina S,Otro,2
"We used NYC LUXOR LIMO recently for our trip to midtown NYC from JFK. We were met at JFK airport on time. The drivers were very professional, skilled at traffic, and excellent all around. Additionally, the office staff were friendly and very helpful, and made me feel comfortable with all arrangements and changes to the itinerary. Most importantly, the service was well worth the price. Thank you.","We used NYC LUXOR LIMO recently for our trip to midtown NYC from JFK. We were met at JFK airport on time. The drivers were very professional, skilled at traffic, and excellent all around. Additionally, the office staff were friendly and very helpful, and made me feel comfortable with all arrangements and changes to the itinerary. Most importantly, the service was well worth the price. Thank you.",Trip26751498249,Recomendación por buen servicio del conductor,2
Excellent  service. Every driver was fully top notch. End to End. Gave us fabulous   experience.  Will use them again.,Excellent  service. Every driver was fully top notch. End to End. Gave us fabulous   experience.  Will use them again.,kamal r,Otro,2
"I often travel to New York for work and I always book with this company because they provide fast, cheap and reliable service with excellent quality.","I often travel to New York for work and I always book with this company because they provide fast, cheap and reliable service with excellent quality.",Emily Smith,Recomendación por buen servicio del conductor,2
Best car service in NYC I was provided the best service by NYC Luxor Limo with a Luxury Suv. I highly recommend this company.,Best car service in NYC I was provided the best service by NYC Luxor Limo with a Luxury Suv. I highly recommend this company.,Alex,Otro,2
During Christmas I was traveling from LaGuardia to Manhattan and I booked from NYC Luxor Limo and I was greeted with a nice and friendly driver Sunny and the car was very clean.,During Christmas I was traveling from LaGuardia to Manhattan and I booked from NYC Luxor Limo and I was greeted with a nice and friendly driver Sunny and the car was very clean.,Tom L,Recomendación por buen servicio del conductor,2
"I used this car service yesterday, feel really great. Best service so far, great driver, great dressing, they also offer hand sanitizer and water 10000% I’m going to use this again (always).","I used this car service yesterday, feel really great. Best service so far, great driver, great dressing, they also offer hand sanitizer and water 10000% I’m going to use this again (always).",John,Otro,2
I order a car for my parents to go to a doctor apointment and when then car arived it was clean and the driver was also wearing a mask this made us feel safe. If my parents have another appointment I will book from NYC Luxor Limo again.,I order a car for my parents to go to a doctor apointment and when then car arived it was clean and the driver was also wearing a mask this made us feel safe. If my parents have another appointment I will book from NYC Luxor Limo again.,William Smith,Recomendación por buen estado del vehículo,2
They had good service and it was very sanitary. NYC Luxor Limo provided me with a mask and hand sanitizer.,They had good service and it was very sanitary. NYC Luxor Limo provided me with a mask and hand sanitizer.,Sophia,Otro,2
When I was traveling I decided to book to this company and the service was excellent. I was greeted professional and I was provided water and magazines. Over all the ride was very smooth and easy. I would recommend this anyone wanting to travel in need of a car.,When I was traveling I decided to book to this company and the service was excellent. I was greeted professional and I was provided water and magazines. Over all the ride was very smooth and easy. I would recommend this anyone wanting to travel in need of a car.,Thomas Smith,Recomendación por buen servicio del conductor,2
"I ve used a number of car services in the past, but not this one. I actually contacted two and they responded first and fast. Everything worked perfectly. Their communication was excellent and quick. It really made my trip easy and hassle free. The price was the same as others, maybe 5 or 10 less.!","I ve used a number of car services in the past, but not this one. I actually contacted two and they responded first and fast. Everything worked perfectly. Their communication was excellent and quick. It really made my trip easy and hassle free. The price was the same as others, maybe 5 or 10 less.!",Thomas B,Otro,2
"Excellent communication before, during, and after! On time! Professional! I found the car service using google search. They called right away with pricing information. I verbally processed the transportation reservation and immediately received emailed confirmation. Also received text messages with driver information and contact number.","Excellent communication before, during, and after! On time! Professional! I found the car service using google search. They called right away with pricing information. I verbally processed the transportation reservation and immediately received emailed confirmation. Also received text messages with driver information and contact number.",lkennedy23_23,Recomendación por buen servicio del conductor,2
"WORST SERVICE EVER!!!!!!<br />Booked them to take us from cruise port to airport. They were over an hour late.<br />When we called them multiple times we just kept being told they are on the way.<br />Once the drive showed up he got on the highway and then just stopped in the middle of the highway to look at gps...We almost got hit by a 18 wheeler. Then when he entered into the airport he did it again just stopped in the middle of the road to look at where he needed to go.<br /><br />Once we got home I called and expressed my concerns and was told ""you got there didn't you"" They refused to do anything.","WORST SERVICE EVER!!!!!!<br />Booked them to take us from cruise port to airport. They were over an hour late.<br />When we called them multiple times we just kept being told they are on the way.<br />Once the drive showed up he got on the highway and then just stopped in the middle of the highway to look at gps...We almost got hit by a 18 wheeler. Then when he entered into the airport he did it again just stopped in the middle of the road to look at where he needed to go.<br /><br />Once we got home I called and expressed my concerns and was told ""you got there didn't you"" They refused to do anything.",Terrie W,Queja por conductor,0
"I chose the service based on recommendations. For me, I am entrusting LimoStar to take care of myself and my family. They confirm and communicate pick-up in advance. I use them to transport us from and to the airport. My daughter feels safe, which is extremely important to us. The driver is always on time or early. The cost is reasonable and fair. I plan to continue using their services and highly recommend them to future customers!","I chose the service based on recommendations. For me, I am entrusting LimoStar to take care of myself and my family. They confirm and communicate pick-up in advance. I use them to transport us from and to the airport. My daughter feels safe, which is extremely important to us. The driver is always on time or early. The cost is reasonable and fair. I plan to continue using their services and highly recommend them to future customers!",Ava H,Otro,2
Always reliable.  On time. Friendly. Courteous. Helpful. Clean and spotless. All you need and want in a car service. Highly recommend.,Always reliable.  On time. Friendly. Courteous. Helpful. Clean and spotless. All you need and want in a car service. Highly recommend.,JLynne3,Recomendación por buen servicio del conductor,2
"My trip was smooth from start to finish. The driver was friendly and efficient, got me to my destination without any issues.","My trip was smooth from start to finish. The driver was friendly and efficient, got me to my destination without any issues.",Lauren F,Recomendación por buen servicio del conductor,2
"Drivers were EARL,Y Prepared and friendly.  No hiccups.  <br />This is my 6th time using Limo Star and will continue!","Drivers were EARL,Y Prepared and friendly.  No hiccups.  <br />This is my 6th time using Limo Star and will continue!",KEVIN R,Recomendación por buen servicio del conductor,2
"I called Limo Star NY for a JFK pick up at the last minute, arriving in the middle of a wind and rain storm.  The experience was terrific.  The driver (Sheldon) was fabulous.  Pick up at JFK can be trying.  Sheldon made it easy.  Driving conditions were terrible but the ride was great.  I would not hesitate to book Limo Star NY (and Sheldon) again and I will surely recommend them to others.","I called Limo Star NY for a JFK pick up at the last minute, arriving in the middle of a wind and rain storm.  The experience was terrific.  The driver (Sheldon) was fabulous.  Pick up at JFK can be trying.  Sheldon made it easy.  Driving conditions were terrible but the ride was great.  I would not hesitate to book Limo Star NY (and Sheldon) again and I will surely recommend them to others.",Debra,Otro,2
"Took my wife to NYC for the weekend as a Christmas present. For the same price as drinks & a desert in the city, I booked car service from the airport. Do yourself a favor and use these guys, you’ll look like a genius and might even earn a few free future screw ups with the wife!! ","Took my wife to NYC for the weekend as a Christmas present. For the same price as drinks & a desert in the city, I booked car service from the airport. Do yourself a favor and use these guys, you’ll look like a genius and might even earn a few free future screw ups with the wife!!",Rob A,Otro,2
"Excellent car service... the drivers are on time,courteous and very efficient. We will certainly use this service on our next visit to the New York/New Jersey area.","Excellent car service... the drivers are on time,courteous and very efficient. We will certainly use this service on our next visit to the New York/New Jersey area.",Darlene B,Otro,2
"Limo Star and their drivers stayed in constant contact prior to and during our scheduled pickups.  Cars were clean and drivers were friendly and attentive.  All pickups were on time and as discussed, will use again in the future.","Limo Star and their drivers stayed in constant contact prior to and during our scheduled pickups.  Cars were clean and drivers were friendly and attentive.  All pickups were on time and as discussed, will use again in the future.",JHoin86,Recomendación por buen servicio del conductor,2
Used them to go from the airport to my brother's house and then back a few days later. Both drivers were right on time and very courteous.,Used them to go from the airport to my brother's house and then back a few days later. Both drivers were right on time and very courteous.,Curiosity07618581988,Queja por conductor,2
Our drivers were amazing and prompt. Both were extremely friendly and helpful. I will definitely use them again when I’m in the city. ,Our drivers were amazing and prompt. Both were extremely friendly and helpful. I will definitely use them again when I’m in the city.,Jessica T,Recomendación por buen servicio del conductor,2
"The communication leading up and planning was incredible and efficient.  Alexis today our driver was prompt, helpful, positive and poise. The car was spacious and clean, and we felt safe and beyond satisfied. We needed a spacious car for bags and a big family around the holidays. THANK YOU!","The communication leading up and planning was incredible and efficient.  Alexis today our driver was prompt, helpful, positive and poise. The car was spacious and clean, and we felt safe and beyond satisfied. We needed a spacious car for bags and a big family around the holidays. THANK YOU!",Raffaella K,Recomendación por buen servicio del conductor,2
Amazing service and high quality cars! Would 100% recommend. This is my fourth trip to NY and used Limo Star NY every time. ,Amazing service and high quality cars! Would 100% recommend. This is my fourth trip to NY and used Limo Star NY every time.,Jason R,Otro,2
"This is an excellent!! Limo service which we will use again when we fly into Newark and go to NYC. The driver was very professional & courteous from the airport to the hotel, & the second drive was also marvelous from the hotel to the airport!!","This is an excellent!! Limo service which we will use again when we fly into Newark and go to NYC. The driver was very professional & courteous from the airport to the hotel, & the second drive was also marvelous from the hotel to the airport!!",KLC2009,Recomendación por buen servicio del conductor,2
Juan was an excellent and courteous driver. Car was immaculate and smelled very nice. Great trip. Would use them again.,Juan was an excellent and courteous driver. Car was immaculate and smelled very nice. Great trip. Would use them again.,John F,Recomendación por buen estado del vehículo,2
"Limo star was extremely professional. We had one part of our group missed their plane so they adjusted accordingly without a flaw. No price problems no nothing it was great. Meaning no nothing no problems whatsoever. The people are courteous and they act pretty prom now it is a little hard to get through on the phone but if you text there With you in just a few minutes. And the professional Pamela was very good much, thanks great trip to New York. Thank you guys. ","Limo star was extremely professional. We had one part of our group missed their plane so they adjusted accordingly without a flaw. No price problems no nothing it was great. Meaning no nothing no problems whatsoever. The people are courteous and they act pretty prom now it is a little hard to get through on the phone but if you text there With you in just a few minutes. And the professional Pamela was very good much, thanks great trip to New York. Thank you guys.",Paul M,Recomendación por buen servicio del conductor,2
Excellent communication and service. Our driver was extremely courteous and we felt safe. He communicated well and helped us with our bags and had bottles of water for us,Excellent communication and service. Our driver was extremely courteous and we felt safe. He communicated well and helped us with our bags and had bottles of water for us,Katie N,Otro,2
Friendly and professional staff. Booking was super easy and the response time was fast. Booked last minute with no issues. Driver was early and made getting to the airport on time a breeze. ,Friendly and professional staff. Booking was super easy and the response time was fast. Booked last minute with no issues. Driver was early and made getting to the airport on time a breeze.,Jennifer T,Recomendación por buen servicio del conductor,2
"Daniel was excellent. On time and very professional. Most importantly, he got us there safely! Definitely will use again","Daniel was excellent. On time and very professional. Most importantly, he got us there safely! Definitely will use again",Channing D,Recomendación por buen servicio del conductor,2
Our driver was Freddy. He was very friendly and maneuvered through horrible traffic to get us to our destinations safely. ,Our driver was Freddy. He was very friendly and maneuvered through horrible traffic to get us to our destinations safely.,Tony G,Recomendación por buen servicio del conductor,2
"Driver was excellent courteous, and on time, despite the holiday traffic around Manhattan and the airport. The service has some of the best drivers around. Highly recommended.","Driver was excellent courteous, and on time, despite the holiday traffic around Manhattan and the airport. The service has some of the best drivers around. Highly recommended.",Rosa R,Otro,2
"We had a great experience. Friendly, on time and managed all of our luggage. :)<br />Will use them again.<br />Kelli ","We had a great experience. Friendly, on time and managed all of our luggage. :)<br />Will use them again.<br />Kelli",Kelli K,Recomendación por buen servicio del conductor,2
"Customer service was exceptional. From the time I emailed them for an estimate until the time their driver dropped me at home, I felt I was in great hands. Edward, my driver, was on time, respectful, drove with care, really great. Car was spotless. Highly recommend.","Customer service was exceptional. From the time I emailed them for an estimate until the time their driver dropped me at home, I felt I was in great hands. Edward, my driver, was on time, respectful, drove with care, really great. Car was spotless. Highly recommend.",Maggie M,Otro,2
I used angel elite car service to pick up my daughter and son. They were on time and were very nice. They kept in communication with me and I followed the trip from LaGuardia airport to the renaissance midtown up on their map.<br /><br />Can’t wait to use them again! ,I used angel elite car service to pick up my daughter and son. They were on time and were very nice. They kept in communication with me and I followed the trip from LaGuardia airport to the renaissance midtown up on their map.<br /><br />Can’t wait to use them again!,bustrorl,Otro,2
"After travelling long haul from Oz to NYC, we chose Angel Elite to pick is up from JFK Airport. The process was simple and pain free from online booking to pick up! Our driver met us at the Baggage Claim as requested and price is very reasonable. Loved the service, Renaldo gave us a good running commentary on the drive into NYC. A+ !!!","After travelling long haul from Oz to NYC, we chose Angel Elite to pick is up from JFK Airport. The process was simple and pain free from online booking to pick up! Our driver met us at the Baggage Claim as requested and price is very reasonable. Loved the service, Renaldo gave us a good running commentary on the drive into NYC. A+ !!!",suitcasewarriors,Otro,2
"I am thoroughly impressed with the service we received from Angel Elite. The online booking process was easy and confirmation came quickly. I was sent a text message with the driver's name, number and car registration the day before the trip. The driver was waiting despite a long delay to the flight. Our driver was extremely smart and very pleasant, and the car was incredible. I would definitely recommend and would use them again in a heartbeat.","I am thoroughly impressed with the service we received from Angel Elite. The online booking process was easy and confirmation came quickly. I was sent a text message with the driver's name, number and car registration the day before the trip. The driver was waiting despite a long delay to the flight. Our driver was extremely smart and very pleasant, and the car was incredible. I would definitely recommend and would use them again in a heartbeat.",PivotalEllie,Otro,2
"My wife was flying into JFK from Edinburgh to see her sister who lives in NYC, so I booked with AE to meet and greet her at arrivals. She has just texted to say it went like a dream, car was amazing and she felt very relaxed knowing she didn't have to sort out travel alone. Booking was easy online and I would definitely recommend.","My wife was flying into JFK from Edinburgh to see her sister who lives in NYC, so I booked with AE to meet and greet her at arrivals. She has just texted to say it went like a dream, car was amazing and she felt very relaxed knowing she didn't have to sort out travel alone. Booking was easy online and I would definitely recommend.",LoveStreet,Otro,2
"Местная подруга на свой день рождения заказала услуги этой компании (доставка ее друзей из ресторана в клуб). Цивильные дорогие машины, хороший водитель, шампанское внутри)) <br />Мы были приятно удивлены ее сюрпризом для нас-)","A local friend on her birthday ordered the services of this company (delivery of her friends from a restaurant to the club).Civil expensive cars, a good driver, champagne inside)) <Br /> We were pleasantly surprised by her surprise for us-)",HipnoZZa,Otro,2
"My 96-year-old mother flew into New York for a 1-day family celebration; I arranged her airport pickup.  The last time she flew in, we had a hotel arrange her airport pickup; it was a disaster ... at twice the price of Angel Elite.  This time, I relied on the reviews and called Angel Elite.  Abe, Carlos, and Jorge were masterful:  responsive, attentive, and totally fun to work with.  They won my business and my heart.  Thank you guys ... not only for doing your job so well, but also for doing it with such patience!","My 96-year-old mother flew into New York for a 1-day family celebration; I arranged her airport pickup.  The last time she flew in, we had a hotel arrange her airport pickup; it was a disaster ... at twice the price of Angel Elite.  This time, I relied on the reviews and called Angel Elite.  Abe, Carlos, and Jorge were masterful:  responsive, attentive, and totally fun to work with.  They won my business and my heart.  Thank you guys ... not only for doing your job so well, but also for doing it with such patience!",Kenneth M,Recomendación por buen servicio del conductor,2
Подруга на свой девичник пользовалась услугами этой компании. Выходя из дома я и не надеялась увидеть такой шикарный автомобиль. Чувствала себя звездой Голливуда.,"A girlfriend on her bachelorette party used the services of this company.Leaving the house, I did not hope to see such a chic car.Feeling herself a star of Hollywood.",Babs_Banni,Otro,2
"We arrived to NYC Christmas night, I had already reserved a ride with Angel Elite (Abe called me at home when I had a time zone - arrival time at the airport issue on the app). <br />Kash picked us up from JFK in a beautiful Cadillac Escalade and took us to our hotel in the Financial District. Great driver! He was courteous and very friendly, giving us details about NYC since it was our first trip here. <br />We had a time gap of 3 hours between our hotel checkout and time we needed to be at the airport, so I contacted Angel Elite to see what we could do. Abe was AWESOME again in helping us to see a little more New York (thank you again for your help at the museum) and then to the airport with a driver - this trip we had Charles in another beautiful Cadillac Escalade. He was another excellent driver giving us a trip to the Museum of Natural History, to a great deli sandwich shop, and then to Laguardia. Again very courteous and friendly on the ride to the airport. <br />GREAT COMPANY and EMPLOYEES!!! We will definitely use them again on our next trip to NYC. ","We arrived to NYC Christmas night, I had already reserved a ride with Angel Elite (Abe called me at home when I had a time zone - arrival time at the airport issue on the app). <br />Kash picked us up from JFK in a beautiful Cadillac Escalade and took us to our hotel in the Financial District. Great driver! He was courteous and very friendly, giving us details about NYC since it was our first trip here. <br />We had a time gap of 3 hours between our hotel checkout and time we needed to be at the airport, so I contacted Angel Elite to see what we could do. Abe was AWESOME again in helping us to see a little more New York (thank you again for your help at the museum) and then to the airport with a driver - this trip we had Charles in another beautiful Cadillac Escalade. He was another excellent driver giving us a trip to the Museum of Natural History, to a great deli sandwich shop, and then to Laguardia. Again very courteous and friendly on the ride to the airport. <br />GREAT COMPANY and EMPLOYEES!!! We will definitely use them again on our next trip to NYC.",Kathi O,Recomendación por buen servicio del conductor,2
"Пользовались услугами Angel Elite для поездки в международный аэропорт JFK по рекомендации друзей. Своевременная подача автомобиля, отличный выбор маршрута, опытный водитель оставили самые лучшие впечатления.","They used the services of Angel Elite to travel to JFK International Airport on the recommendation of friends.Timely feeding the car, an excellent choice of route, an experienced driver left the best impressions.",Inna G,Otro,2
Se quiser alugar uma limosine ou um carro de luxo para fazer um passeio ou ir a um evento especial essa é uma opção.,If you want to rent a limousine or a luxury car to take a walk or go to a special event this is an option.,meloleandro,Otro,2
