User Name,User Profile,User Avatar,User Location,Rating,Rating Text,Review Title,Review Text,Helpful Votes,Photos,Published Date,Disclaimer,Review_Text_english
Sheyla H,https://www.tripadvisor.com/Profile/622sheylah,https://media-cdn.tripadvisor.com/media/photo-s/05/a3/d1/91/sheyla-h.jpg,"Estrela, RS",5,,Translado VIP,"Motorista extremamente educado, simpático, inteligente, pontual e prestativo. Respondeu a todas às perguntas q nós fizemos durante o translado do aeroporto ao hotel e vice versa, inclusive demonstrando conhecimento histórico e atualizado sobre locais e eventos da cidade. Muito bem vestido e alinhado, superando todas às nossas expectativas.",0,,"Written November 28, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Extremely educated, sympathetic, intelligent, pontual and provisions.Respond to all of us that we are who are for or translated from Airport Ao a Hotel E vice versa, including demonstrating historical and tunee confimentary on Locais e cidage events.Muito Bem dressed and alinhado, surpassing all of us with expectations."
rms S,https://www.tripadvisor.com/Profile/Storyteller212083,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg,,5,Nov 2023 • Couples,Transfer.,"Serviço impecável. Muito atenciosos. Pontuais. Altamente recomendável. Carros novos e limpos. Motoristas educados, com conhecimento da região. ",0,,"Written November 14, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Impecável Serviço.Muito Attention.Pontuais.Highly recommends Vel.Novos and Limpos cars.Educated motorists, com Conhecimento da Região."
Dujutbm C,https://www.tripadvisor.com/Profile/dujutbmc,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg,,5,Nov 2023 • Family,Confiança e respeito,"Ótimo atendimento! Pontualidade ,respeito e atenção ao cliente, motoristas atenciosos e menção especial ao Lucas Derick, pela simpatia e cordialidade desde o início do atendimento. ",0,,"Written November 14, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"OUTE ATENDIMENT!Pontificity, I respect and attenção ao client, Motorists Atencious and special menção lucas derick, pela sympathy and cordiality from or início do attending."
Cezário S,https://www.tripadvisor.com/Profile/cez_ri0s,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg,,5,Sep 2023 • Family,Transfer perfeito!,"Excelente atendimento. Motoristas educados, com ótima interação! Tanto o César quanto a Pamila foram muito corteses. ",0,,"Written October 5, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Excellent attending.Educated motorists, as interação otima!Both or César quanto to Pamila Foram Mitito courtes."
vanessa z,https://www.tripadvisor.com/Profile/368vanessaz,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg,,5,Sep 2023 • Family,Transfer New york,"Everything were perfect. Lucas was very nice, pontual, car very clean. there was water for the for of us.  Igot this transfer on the arrival. I liked so much that I took also to the return. I recomend this company. ",0,,"Written October 4, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"EveryTHING WERE PERFECT.Lucas Was Vary Nice, Pontual, Car Vray Clean.There Water for the for of us.Igot This Transfer on the Arrival.I LIKED So much that I Took Also to The Return.I RECOMMENDS THIS COMPANY."
Aretha,https://www.tripadvisor.com/Profile/arethabrauner,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg,"Guarulhos, SP",5,Sep 2023 • Couples,Serviço sensacional ,"Fizemos o Transfer de ida e volta . Contratamos do Brasil e deu tudo super certo .os motoristas são pontuais, solícitos é muito muito simpático . Adoramos e quando voltarmos repetiremos a experiência. Muito obrigada ☺️ por tudo !",0,,"Written October 4, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Let's Fizue or Transfer de Ida e Volta.We hired Brazil and Deu Tudo Super Certo. Motorists São Pontuais, Solícitos é Mitito Muito Sympathetic.We worship and when we voltar we will repeat experience.MUITO OBRIGADA ☺️ Tudo!"
Leide Daiane f,https://www.tripadvisor.com/Profile/leidedaianef2022,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/7c/default-avatar-2020-29.jpg,,5,Sep 2023 • Family,"Excelente atendimento, ótimo trabalho super recomendo","A vista era maravilhosa, divertimos muito.  O atendimento excelente tiramos muitas fotos, o transporte foi super confortável e seguro.",0,,"Written September 25, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"In sight it was wonderful, we had fun.O Attended excellent we throw little photos, or transport foi super comfort and safe."
Vinicius C,https://www.tripadvisor.com/Profile/viniciuscE5988EB,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/ca/default-avatar-2020-51.jpg,,5,Sep 2023 • Business,Excelente,"Recomendei o serviços para amigos. Recebi todo o suporte durante minha estadia em Nova York, transfer de qualidade e pontual. ",0,,"Written September 25, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Recommended or Serviços for friends.I received everything or I supply during Minha Stadia Em Nova York, Transfer of Quad and Pontual."
Raquel F,https://www.tripadvisor.com/Profile/R8320EBraquelf,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg,,5,Aug 2023 • Family,"Adorei cada momento, obrigada pelo suporte Belominas","Agradeço cada momento especial e espetacular que puderam me proporcionar, agradeço dms a belominas foi a melhor escolha da minha vida ♥️",0,,"Written September 25, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"I like every special and specifically moment that could provide me, please DMS to Belominas Foi a Melhor Escolha da Minha Life ♥ ️"
Felipe B,https://www.tripadvisor.com/Profile/felipebG2477XQ,https://media-cdn.tripadvisor.com/media/photo-s/0f/56/55/ec/felipe-b.jpg,"Recife, PE",5,Aug 2023 • Couples,Ótimo serviço!,"Pontual, atenciosos e nos apoiaram bastante em alguns problemas que tivemos nos ajudando na resolução.",0,,"Written September 20, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Pontual, ATTENCIOS EI SUBAIARAM PERIOD EM SOME PROBLEMS THAT WE TIVED ourselves na resolução."
Remy L,https://www.tripadvisor.com/Profile/941remyl,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg,,5,Aug 2023 • Family,tranquility and confidence,"Everything was very good. The service, the people, the cars, the timing, very friendly and trustworthy.<br />Me and my family had a very positive experience",0,,"Written September 19, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Everything was see good.The Service, The People, The Cars, The Timing, Vary Friendly and Trustworthy."
Sydney M,https://www.tripadvisor.com/Profile/sydneymN7622UK,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg,,1,Dec 2023 • Friends,Unreliable & Charged my card over $1000!!!!,"Warning this company is no longer reliable. They DOUBLED the price of my ride the day of the event and CHARGED MY CARD OVER $1000 without my permission. I am currently working to get $390 back still.<br />I do not know if they changed management, but I experienced the most unprofessional car service booking of my life. I booked a sprinter van for 14 ppl for the night of NYE. After booking online I called to ensure the booking was accurate and received by all parties. The day of my booking, I received a notification that the price for my trip leaving had doubled!! Their reasoning was because the driver I had decided to raise his price due the holiday. I’m not sure what that has to do with me as a customer?? Dial 7 should have dealt with the driver internally rather than punishing a customer the day of their event! I actually ended up having to negotiate the driver down through the phone operator (yes this is crazy but I had no other choice at the time). <br /><br />After agreeing to pay the driver a higher rate, a few hours later, I see a charge on my card for $648!!! Like what! Keep in mind the total cost of my trip was about $880 so where does that number even come from?<br /><br />I called to complain 3 times. The first time, the operate said it was to check my funds and would be refunded within the hour. When it was not refunded, I called again and an extremely rude and uninformed man told me that the previous operator gave me the wrong information (???) and I would not receive my money back until after I paid for the first trip. I hung up out of frustration and called back later for more clarity. Upon calling a 3rd time, I notice that my account was charged again for $390. I nearly had a heart attack. I haven’t been that mad in a LONG time. <br /><br />I called again and threatened to call my bank and report fraud and I accused them of being scammers. The operate let me know the only way to refund me would be to cancel my trip. When I asked if she could rebook I heard the same rude male operators voice in the background demanding the woman on the phone to hang up on me and cancel my trip entirely without rebooking. <br /><br />Long story short, my trip was canceled. I received a refund a few hours later for the $648 and I’m still waiting on the $390. I called them today and will report fraud if it is not deposited within the next couple hours. <br /><br />Ultimately, it was a blessing they canceled because I definitely did not want to support them after all they went through. We were actually able to fit our group of 14 into two large Ubers which we scheduled a few hours earlier. The price stays the same if you schedule in advance. <br /><br />Do not ruin your plans trying to book with this company they are extremely rude and unprofessional and irresponsible with credit cards. I still can’t believe they charged my card like that. Feeling financially violated. I never leave reviews, but refuse to accept that. Good riddens, Dial 7 !!!",0,,"Written January 2, 2024",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Warning This Company is no longable longer.They Doubled The Price of My Ride The Day of the Event and Charged My Card Over $ 1000 Without My Permision.I am Currently Working to get $ 390 Back Still.I Booked sprinter van for 14 ppl for the night of nye.After Booking Online I. Called To Reure The Booking was Accurate and Received by All Parties.The Day of My Booking, I prescribe a notification that the price for my triping haad dobled !!Their Reasoning was the Becouse The Driver I had to say to raise his price due the holiday.I’m not surre What that have to do with me a customer?Dial 7 Should Have Dealt With The Driver Internality Rather Than Punishing A Customer The Day of Event!I EDED UP HAVING TO NEGOTIATE THE DRIVER THROUCH THE PHONE OPERATOR (YES THIS IS CRAZY BUT I HAD NO OTHER CHOICE AT THE TIME).<br /> <br /> AFTER AGREEING TO PAY THE DRIVER TO HIGHER RATE, A FEW HOUGE LATER, I see A CHARGE ON MY CARD FOR $ 648 !!!Like What!Keep in Mind the Total Cost of My Trip Was About $ 880 So Where Does That Number Even Come From? <br /> <br /> I Called To Comlain 3 Times.The First Time, The Operate Said It was to check my Funds and Would Be refund with the hour.WHEN IT WAS NOT REFUENDED, I CALLED AGAIN AND AN EXTREMELY RUDE AND UNINFORMED MAN TOLED ME THAT THE PRISOUS OPERATOR GAVE ME THE WRONG INFORMATION (?I Hung Up out of frustration and street back late for more clarity.UPON CALLING A 3RD TIME, I NEWS THAT MY ACCOUNT WAS CHARGED AGAIN FOR $ 390.I Nearly had Heart Attack.I have’t Been that Mad in a Long Time.<br /> <br /> I Calleed Again and Threatened to Call My Bank and Report Fraud and I ACCseded Them of Being Scammers.The Operate Let Me Know The Only Way To Refund Me Would Be To Cancel My Trip.WHEN I ASKED IF SHE COUD REBOOK I HEARD THE SAME RUDE MALE OPERATORS VOICE IN THE BACKGUNDING THE WOMAN ON THE PHONE TO HANG UP ON ME AND CANCEL MY TRIP TRIP Entirely Without Rebooking.<br /> <br /> Long Story Short, My Trip Was Canceled.I receive refounds to Few Hours late for the $ 648 and i’m still waiting on the $ 390.I Calleed Them Today and Will Report Fraud If is not deposited with the Next Couple Hours.<br /> <br /> Ultimately, It was a blessing they canceled Because I definitely Did Not Want To Support Them After They Went Through.We were Ultimate To Fit Our Group of 14 into two Large Ubers which we scheduled A Few Hours Earlier.The Price Stays The Same If You Schedule In Advance.<br /> <br /> Do not ruin your plans trying to book with This Company they are extremely Rude and Un Professional and Irresponsible With Credit Cards.I Still Can’t Believe They Charged My Card Like That.Feeling Financially Violated.I Never Leave Reviews, But Refuse to Accept That.Good Riddens, dial 7 !!!"
Phillip S,https://www.tripadvisor.com/Profile/PhillipS1085,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg,,1,Dec 2023 • Family,Delivered passengers to wrong hotel!,"On December 11th, 2023, I arranged for a Dial 7 car to pick up my sister from LGA and take her to her hotel, the Millennium Premiere New York Times Square. I even emphasized the address, as there is also a Millennium Hotel Broadway Times Square at 145 W 44th Street. Not only did the driver drop her off at the wrong hotel, he dropped her off at the back door of the wrong address on 45th Street. First time visitors to NYC, confusion ensued. Fortunately, the wrong Millennium was able to get things straightened out. I complained to Dial 7 on their web site and have not heard a word. Think twice before you use this company. I have used them before, but it is highly unlikely I will use them again.",0,,"Written December 27, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"On December 11th, 2023, I arranged for a dial 7 car to pick up my sister from LGA and Take Her to Her Hotel, The Millennium Premiere New York Times Square.I EVEN EMPHASIZED THE ADDRESS, AS AFERE IS ALSO TO MILLENNIUM BROADWAY Times Square at 145 W 44th Street.Not only Did the driver drop her off at the Wrong Hotel, He Dropped Her Off at The Back Door of The Wrong Address On 45th Street.First time visitors to nyc, dream confusion.Fortunately, The Wrong Millennium Was Uble to Get Things Straightened Out.I Complained to Dial 7 on Their Web Site and Have Not Heard a Word.Think Twice Before You Use This Company.I have used them Before, but it is highly unlikely i will use them agin."
TLF,https://www.tripadvisor.com/Profile/thomasfB2775SX,https://media-cdn.tripadvisor.com/media/photo-o/2a/66/0b/19/caption.jpg,"Toronto, Canada",5,Nov 2023 • Business,NYC go to,App worked great. Prebooked a car from Newark. Driver and car were easy to communicate with once landed and nice drive into Manhattan. I always use this when coming to NYC.,0,,"Written November 15, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,WORKED GRAAT app.Prebooked to Car from Newark.Driver and Car were Easy To Communicate with Once Landed and Nice Drive into Manhattan.I ALways use this when coming to nyc.
Slow Travel,https://www.tripadvisor.com/Profile/SlowViewTravel,https://media-cdn.tripadvisor.com/media/photo-s/02/6d/ec/d9/slowviewtravel.jpg,Colorado,5,Nov 2023 • Family,Chauffeured quality. ,"Starting with the simple easy to read custom MIKE license plate, the 35 minute early evening  ride from the crowded JFK terminal was first class. Our driver’s calm perhaps even cautious chauffeur driving style was sincerely appreciated.  Phoned in reservation process was smooth and courteous. <br />",0,,"Written November 12, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Starting with The Simple Easy To Read Custom Mike License Plate, The 35 Minute Early Evening Ride From The Crowded JFK Terminal was first class.OUR DRIVER’S CALM PERHAPPS EVEN CAUTIUS CHAFFEUR DRIVING Style was Sincerely Appreciedad.Phoned in reservation process was smooth and Courteous.<br />"
espantoso61,https://www.tripadvisor.com/Profile/lukitas89,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg,,3,Oct 2023 • Family,was better years before,"The drivers charge the amount they want and is allways more than the receipt (excluding the tip) I received a receipt for US and he charged 67.. I pai  80 and he did not bring back the US 10. I had to insist,<br />",0,,"Written October 28, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"The drivers charge the amount they want and is Allways More than the recreeipt (Excluding the Tip) I prescribe to releipt for us and he charged 67 .. i pai 80 and he did not bring back the us 10. i had to insist, <Br />"
LA1005,https://www.tripadvisor.com/Profile/LA1005,https://media-cdn.tripadvisor.com/media/photo-o/14/06/63/76/louise-a.jpg,"Columbia, SC",5,Oct 2023 • Couples,Great service ,"We are repeat customers of Dial 7 to and from LGA and have been very satisfied with their service. On time, clean vehicles, nice drivers who obviously know the best routes in and out of the city depending on time of day.",0,,"Written October 21, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"We are repeat customers of dial 7 to and from lga and have been very satisfied with their services.On Time, Clean Vehicles, Nice drivers who obviously knows the best routes in and out of the city depending on time of day."
Henryp66,https://www.tripadvisor.com/Profile/Henryp66,https://media-cdn.tripadvisor.com/media/photo-s/06/c9/66/ca/henryp66.jpg,"London, UK",1,Sep 2023 • Business,Poor custom service ,"I have used this service many times , the trip from JFK to Downtown Manhattan was as expected but the car provide for the return leg was no more than a Uber mini van when a luxury town car was ordered and paid for.<br />I attempted several times to email the company but was totally ignored. I wanted to question exactly what they charged me for, very disappointing customer service and would certainly not use this company again without careful consideration as to their ability to deliver what one orders ! ",0,,"Written September 14, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"I have used this Service Many Times, The Trip from Jfk To Downtown Manhattan was as Expressed the Car Provide for The Return Leg Was No More than A Uber Mini Van When A Luxury Town Car Was Ordered and Paid For. <br /> IAttempted Several Times to Email The Company But Was Totally Ignored.I Wted To Question Exactly What They Charged Me For, Vray Disappointing Customer Service and Would Certainly Not Use This Company Again Without Careful Consideration As To Their Ability to Deliver What One Orders!"
DrDance57,https://www.tripadvisor.com/Profile/DrDance57,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg,"Dartmouth, Canada",5,Aug 2023 • Couples,This service gets my strong recommendation ,Easy to book. Super clean vehicle!<br />I felt like someone famous. Got to our Newark airport hotel from uptown very quickly (BTW the best time to go is 7 pm) very nice driver,0,,"Written August 30, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,Easy to Book.Super Clean Vehicle! <br /> I Felt Like Suboneone Famous.GOT TO OUR NEWARK AIRPORT HOTEL FROM UPTOWN VERY QUICKLY (BTW THE BEST TIM TO GO IS 7 PM) VERY NICE DRIVER
Dm00ster,https://www.tripadvisor.com/Profile/Dm00ster,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg,"New York City, NY",1,Aug 2023 • Business,Think twice- if you wanted to get picked up on time,"Scheduled and confirmed a 4:30am pick up to the airport. Shortly after 4:30 I was concerned because the driver was late and hadn’t reached out. I called and spoke to a dispatcher who said the driver is 5 minutes away and it’s not that big of a deal. I reiterated that I had a flight to catch and if it was going to be longer to let me know and I’ll have to find another way to the airport. 15 minutes later still no driver or communication. I called back and was told they are now 13 minutes away due to traffic. I looked at the area, getting ready to drive myself to the airport because I was cutting it close to missing my flight, no traffic it’s 4am. By 5am, I cancelled the car service so who knows when they would have shown up. Incredibly unprofessional, do not use dial 7 if you actually need to get somewhere. Use dial 7 if you want to pay a premium to be treated like garbage. ",0,,"Written August 14, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Schedled and confirm at 4:30 am pick up to the airport.Shortly After 4:30 I Was Concerned Because The Driver was late and had’t rear.I CALLED AND SPACKE TO A DISPATCHER WHHO SAID THE DRIVER IS 5 MINUTES AWAY AND IT’S NOT THAT BIG OF A DEAL.I reiterate that i had a flight to catch and if it was going to be longer to let me know and i’ll have to find another way to the airport.15 Minutes Later Still No Driver or Communication.I CARD BACK AND WAS TOLED THE ARE NOW 13 MINUTES AWAY DUE TO TRAFFIC.I look at the area, getting ready to drive myself to the airport scholause i was cutting it close to missing my Flight, no traffic it’s 4am.By 5am, I canceled the car service so Who Knows when they was shown up.Incredibly unprofessional, do not use dial 7 if you actually need to get sumwhere.Use dial 7 if you want to pay a premium to be treated like garbage."
Amr B,https://www.tripadvisor.com/Profile/725amrb,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg,"Jeddah, Saudi Arabia",5,Jul 2023 • Family,Professional,"I used them 4 times from and to JFK and Laguardia airports in less than a month. The drivers arrived before time. They are helpful and friendly. The cars are clean and new.  You can make your reservations through their app or website. If you make it through the website you will receive notifications via email. If you make it through the app, you will receive the notifications via the app and the email. It will inform you that your driver is in the way and that he arrived. Also you can pay by adding your credit card info to the reservation and ask them to deduct the amount from it. Or pay via credit card upon arrival or cash. The price usually covers the trip, tolls, gratuity and taxes. I highly recommend them for such trips.",0,,"Written July 16, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"I used them 4 Times from and to JFK and Laguardia Airports in Less Than A Month.THE DRIVERS ARRIVED BEFORE TIME.They are Helpful and Friendly.The Cars Are Clean and New.You Can Make Your Reservations Through Their App or Website.If you make it This website you will recueive notifications via email.If you make it This the app, you will presume the notification via the app and the email.It will inform you that your driver is in the way and that he arrived.Also You Can Pay By Adding Your Credit Card Info to The Reservation and Ask Them to deduct the Amount From It.Or pay via credit card upon arrival or cash.The Price Usually Covers The Trip, Tolls, free and taxes.I Highly Recommending Them for Such Trips."
Woodys5,https://www.tripadvisor.com/Profile/Woodys5,https://media-cdn.tripadvisor.com/media/photo-s/01/f1/c2/22/woodys5.jpg,"Sydney, Australia",5,Apr 2023 • Family,Great service ,"I pre booked with this company prior to leaving Australia. I must say I was really nervous after reading previous reviews, but was pleasantly surprised with the service we received. <br /><br />Five adults, with five large bags, we booked an SUV pick up. We were picked up from La Guardia. our flight was delayed by a good hour and I thought for sure the driver would have left, but was so happy he was still waiting for us.  We had no way of contacting the driver, until he phoned us, which was after we landed. There were a number of calls by the driver, I did wonder if the driver was getting anxious with our late arrival.<br /><br />Traffic into NYC was horrendous, but the driver was patient and a careful driver. My seat belt in the back row did not work, which was frustrating.  The driver didn't speak, I suspect he didn't have much english which did make the trip feel a little awkward as we generally get tips from drivers in most cities we visit.<br /><br />We were happy with the service and booked for a pick from our hotel to Newark a few days later. We had a different driver who was waiting for us at the entrance of our accommodation earlier than the booked time. Again, the service was wonderful and we were at Newark, with plenty of time to check in. I would definitely use this company again.",0,,"Written July 2, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"I pre Booked with This Company Prior to Leaving Australia.I Must Say I was Really Nervous After Reading Previous Reviews, But Was pleasantly surprised with the service we receive.<br /> <br /> Five Adults, With Five Large Bags, We Booked an SUV Pick Up.We were Picked Up from the Guard.Our Flight was delayed by a good Hour and I Thought for Sure The Driver Would Have Left, But Was So Happy He was was Still Waiting for Us.We had no way of contacting the driver, unantil he phoned us, which was After We Landed.There were a number of calls by the driver, I Did Wonder If the Driver was getting anxious with our arrival.My Seat Belt in the Back Row Did Not Work, which was frustrating.The Driver Didn't Speak, I SuspectThe Service and Booked for a Pick from Our Hotel To Newark to Few Days Later.We had a Different Driver Who Was Waiting for Us at The Entrance of Our Accommodation Earlier Than The Booked Time.Again, The Service Was Wonderful and We Were at Newark, with plenty of time to check in.I WOULD DEFINITELY USE THIS COMPANY AGAIN."
Nicki C,https://www.tripadvisor.com/Profile/Nicki1953,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg,"Salisbury, UK",1,May 2023 • Family,No longer the Compnay they were,"I have used this service before. This visit I booked the VIP service. We were 3 adults squashed in the back of the car with some of our luggage 2 of the seat belts did not work. The traffic was horrendous on the day, no fault of the driver, however his continued use of his phone watching U tube videos and talking to various people. Then had the check to say he deserved a good tip! Such a shame as previously had been excellent. Numerous phone calls went unanswered as were emails.",0,,"Written June 20, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"I have used This Service Before.This visit I Booked The Vip Service.We were 3 Adults Squashed in the Back of the Car with Sub of Our Luggage 2 of the Seat Belts Did Not Work.The Traffic was horrendous on the day, no Fault of the Driver, However His continued use of His phone watching u tube videos and talking to varyus People.The Had the Check to say he dropped to Good Tip!Such A Shame As Previously Had Been Excellent.NUMBER PHONE CALLS WENT UNNSWEDE AS WERE EMAILS."
Renee S,https://www.tripadvisor.com/Profile/reneesK6822ID,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg,,5,Apr 2023 • Couples,Fantastic Service !,"The service was fantastic . Great immaculate cars , always on time and kept you updated with text messages . Used them this past rainy cold weekend in NYC . Will use again when I come to NYC again !!",0,,"Written May 2, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"The Service was Fantastic.Great Immaculate Cars, Always On Time and Kept You Updated with Text Messages.USed Them This Past Rainy Cold Weekend in Nyc.Will use agin when i eat to nyc again !!"
Ali D,https://www.tripadvisor.com/Profile/AliDUk,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg,"Alton, UK",5,Feb 2023,Great service,"Took two journeys, first from JFK to hotel near Times Square and the second from the hotel to a hotel near Newark airport. Both drivers were punctual and friendly. Both cars were smart and comfortable. Both prices were as quoted. Great service.",0,,"Written February 19, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Took Two Journeys, First From JFK to Hotel Near Times Square and the Second From The Hotel To a Hotel Near Newark Airport.Both drivers were punctual and friendly.Both Cars were Smart and Comforable.Both prices were as quoted.Great Service."
anne claire c,https://www.tripadvisor.com/Profile/618anneclairec,https://media-cdn.tripadvisor.com/media/photo-s/0c/56/5b/ee/anne-claire-c.jpg,,1,Oct 2022 • Family,"Run away, really bad experience","Unacceptable. We ve been waiting for our car for more than 1h30 despite a booking made 2 weeks in advance. No reliability, poor service. Run away",0,,"Written October 22, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Unacceptable.We Veen Waiting for Our for More than 1h30 Lift Booking Made 2 Weeks in Advance.No Reliability, Poor Service.Run Away"
MrEAC3,https://www.tripadvisor.com/Profile/MrEAC3,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg,"Rosedale, NY",1,Sep 2022 • Couples,Completely a let down!,"Usually I have the best service with this company however, 9/22/22 at 4am I confirmed a ride three time once by phone once by email & once by text on my car to JFK @ 4:30am, however at 4:30am no car arrived to deliver me to my flight. I called the service line and they not only couldn't reach the driver but also informed me they have no cars available to take me to my flight forcing me to cancel my fare!",0,,"Written September 23, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Usually I have the best service with This Company However, 9/22/22 at 4am I ConfirmCar Arrived to Deliver Me to My Flight.I. CALLED THE SERVICE LINE AND THE NOT ONLY COULDN'T REACH THE DRIVER BUT ALSO REPORD ME THE HAV NO CARS AVAILABLE TO TAKE ME TO MY FLIGHT FORCING ME TO CANCEL MY FARE!"
Mark R,https://www.tripadvisor.com/Profile/markrE3801UC,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg,,1,Jul 2022 • Family,STAY AWAY UNSAFE DRIVERS,Incredibly dangerous. I ordered a car for my wife and children from the airport to eastern Long Island. The driver kept falling asleep and drifting between lanes possibly intoxicated. She had him pull over at an exit and got out of the car and took an Uber the rest of the way. First the company questioned whether she was telling the truth. Then they took a month to process the refund and when they did only refunded $75 out of $340 (and we had to spend $150 on an Uber). When I complained they won't even let you speak to a manager. Never again would I use this company and if you are concerned about your safety I would steer clear.,0,,"Written September 13, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,Incredibly Dangerous.I ordered car for my Wife and Children from the Airport to Eastern Long Island.The Driver Kept Falling Asleep and Drifting Between Lases Possibly Intoxicated.She Had Him Pull Over at an Exit and Got Out of the Car and Took an Uber The Rest of the Way.First the Company Questioned Whether She was Telling the Truth.Than they took a mesh to process the refound and when Did Only refuses $ 75 out of $ 340 (and we had to spend $ 150 on an uber).WHEN I COMPLAINED THE WON'T EVEN LET YOU SPEAK TO A MANAGE.Never Again Would I USE This Company and If you are concertned about your safety i wouled steer Clear.
P H,https://www.tripadvisor.com/Profile/323ph,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg,United Kingdom,5,Jul 2022 • Family,Excellent service.,"Recently used for a family pick up at JFK into mid Manhattan. <br />As soon as I landed, I received email and text detail to find my driver. <br />I then received direct messages and a call from our driver Vijay. <br />As soon as we left the terminal he was there. <br />Journey excellent straight to doors of hotel <br />Cost was exactly as quoted with no extras.",0,,"Written July 1, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Recently used for a family pick up at JFK into Mid Manhattan.<br /> As I landed, I Received Email and Text Detail To Find My Driver.<br /><br /> AS WE LEFT THE TERMINAL HE WAS THERE.<br /> Journey Excellent Straight to doors of hotel <br /> Cost was exactly as quoted with not extra."
